"","quad","site","real.date","comm.date","month","urch","chit","treat","BASP","CCAP","EALM","RFSP","OPCA","RBSP","AGFI","BFSP","DICL","Cris","HEPA","PHPA","BRUP","HBCO","SPS1","SPS3","SPS8","SPS9","SPS10","SPOT","MSP1","SYSP","SCUN","BRSH","EUBI","DELI","HYSP","EPSC","BAEL","MEFA.t","GERU","DOCO","DOFE","TUBE","PSOC","VECO","BACR","PSCH","TETR","CHHA","POMA","META","PYST","PEAN","CLHU","DICA","TCM3","DITR","EUPU","SYPA","APPO","APSO","TCM2","TCOT","BOVI","Chel","Core","CNFI","HAIG","Stye","ASPA","TSV1","TSV2","TSOT","INOT","OTHE","SHEL","FUZZ","RUBB"
"215","SC8_39","SC","30-Jul-08",39656,807,"u_rem","c_con","u_rem.c_con",0,0.012224939,0.017114914,0.034229829,0,0.017114914,0,0,0,0,0,0,0,0.239608802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0.04400978,0,0,0,0,0,0,0,0,0,0,0,0,0.002444988,0,0,0,0,0,0,0,0,0,0,0.004889976,0.002444988,0,0,0,0,0,0,0,0,0.073349633,0.01,0
"216","SC8_40","SC","30-Jul-08",39656,807,"u_rem","c_rem","u_rem.c_rem",0.033222591,0.002214839,0.024363234,0,0,0,0,0,0,0,0,0,0,0.188261351,0,0,0,0.031007752,0.033222591,0.059800664,0,0,0.068660022,0,0,0,0,0,0.002214839,0.033333333,0.006644518,0,0.000442968,0.011184939,0.000110742,0,0,0.008859358,0,0,0,0.033444075,0,0,0,0.39213732,0,0,0,0,0,0,0.031007752,0,0.006644518,0,0.013289037,0.006644518,0,0,0,0,0,0,0,0,0,0.013289037,0
"217","ON0_45","ON","21-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.027425204,0.281051677,0,0,0,0,0,0,0,0,0,0,0,0.027651859,0,0,0,0,0.022892112,0,0,0.009066183,0.009292838,0,0,0,0,0,0,0,0,0,0.040797824,0.004986401,0,0,0.013599275,0.004533092,0,0,0.100407978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041251133,0.417044424,0
"218","ON0_46","ON","21-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.029320025,0.232896652,0,0,0,0,0,0,0,0,0,0,0,0.249740071,0,0,0,0,0.016635475,0,0,0.004574756,0.037429819,0,0,0,0,0.000415887,0,0,0,0,0.012476606,0.000415887,0,0,0,0,0,0,0.07922645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004158869,0.024953213,0.299438553,0.008317738
"219","ON0_48","ON","21-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.102464959,0.251329145,0,0,0.010391493,0,0,0,0,0,0,0,0,0.091831803,0,0,0.014499758,0,0.029241179,0.000241663,0,0,0.024407927,0,0,0,0,0.000724988,0,0,0,0,0.019333011,0,0.005074915,0,0,0,0,0,0.000241663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241663,0.0439826,0.405993233,0
"220","ON0_49","ON","21-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.052184179,0.349468713,0,0,0,0,0,0,0,0,0,0,0,0.042739079,0,0,0,0,0,0,0,0,0.089964581,0,0,0,0,0.014403778,0,0,0,0,0.014876033,0.000472255,0,0,0,0,0,0,0.095395514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019362456,0.316410862,0.00472255
"221","ON1_17","ON","21-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0,0,0.58417419,0.005310674,0,0,0,0,0,0,0,0,0,0,0.026818906,0,0,0,0,0,0,0,0.015932023,0.015932023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011949018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339883165
"222","ON1_84","ON","21-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.004455761,0.330999363,0,0,0.004455761,0,0,0,0,0,0,0,0.029705071,0.008487163,0,0,0,0,0.004243582,0,0,0,0.060258858,0,0,0,0,0,0,0,0,0,0.021430087,0,0,0,0,0,0,0,0.06917038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008487163,0.458306811,0
"223","ON1_85","ON","21-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0,0,0.113882863,0,0,0,0,0,0,0,0,0,0,0,0.010845987,0,0,0,0,0,0,0,0.005422993,0.00027115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001898048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867678959
"224","ON1_86","ON","21-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.008830022,0.335540839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031346578,0,0,0.013907285,0.058057395,0,0,0,0.291390728,0,0,0,0,0,0.026490066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013686534,0.220750552,0
"225","ON2_43","ON","21-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.076667458,0.237360551,0,0,0.009494422,0,0,0,0,0,0,0,0,0.038452409,0,0,0,0,0.005934014,0,0,0.000237361,0.023736055,0,0,0,0,0,0,0,0,0,0.028483266,0,0,0.009494422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004984572,0,0,0,0,0,0,0,0,0.023973416,0.541182056,0
"226","ON2_44","ON","21-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.050491204,0.320539182,0,0,0.005026274,0,0,0,0,0,0,0,0,0.173863377,0,0,0,0,0,0,0,0.000228467,0.018505826,0,0,0,0,0.000456934,0,0,0,0,0.013708019,0,0,0.000456934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019191227,0.397532557,0
"227","ON2_82","ON","21-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.052237208,0.214301006,0,0,0,0,0,0,0,0,0,0,0,0.235495611,0,0,0,0,0,0,0,0,0.004923999,0,0,0,0,0.000214087,0,0,0,0,0.073003639,0.004281738,0.012845215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008777564,0.393919931,0
"228","ON2_83","ON","21-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.080868195,0.308069316,0,0,0.000175039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000350079,0,0,0.007001575,0.025380711,0,0,0,0,0.000175039,0,0,0,0,0.038508664,0.003500788,0,0.000175039,0,0,0,0,0.003675827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003500788,0.028006301,0.479607912,0.021004726
"229","ON3_16","ON","21-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.136382979,0.170212766,0,0,0.004255319,0,0,0,0,0,0,0,0,0,0,0,0.017021277,0,0.046808511,0,0,0.13212766,0.042553191,0,0,0,0,0.060638298,0,0,0,0,0.06,0.034468085,0.008723404,0,0,0,0,0,0.060851064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089787234,0.136170213,0
"230","ON3_77","ON","21-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.164681725,0.201232033,0,0,0.004312115,0,0,0,0,0,0,0,0,0.172895277,0,0,0,0,0,0,0.000205339,0.024640657,0.061601643,0.004106776,0,0,0,0.034086242,0,0,0,0,0.016632444,0.018069815,0,0.004106776,0.016427105,0,0,0,0.049897331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046201232,0.180903491,0
"231","ON3_78","ON","21-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.044555834,0.311890838,0.155945419,0,0,0,0,0,0,0,0,0,0,0,0.094681147,0,0,0,0,0,0,0,0.055694793,0.005569479,0,0,0,0,0.062656642,0,0,0,0,0.022556391,0.034252297,0.005569479,0.005847953,0.011138959,0.011138959,0,0,0.050403787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016708438,0.105820106,0.005569479
"232","ON3_79","ON","21-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.045274477,0.192416525,0.186757216,0,0,0,0,0,0,0,0,0,0,0,0.12450481,0,0,0,0,0.00565931,0,0,0,0.011601585,0.085172609,0,0,0,0.029994341,0,0,0,0,0.016977929,0.011601585,0.096208263,0,0,0,0,0,0.035370685,0,0,0,0.00565931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152801358,0
"233","ON4_71","ON","21-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.020105224,0.172867343,0,0,0,0,0,0,0,0,0,0,0.000187899,0.060315671,0,0,0.003757986,0,0.004133784,0,0,0.011273957,0.064261556,0.060315671,0,0,0,0.004697482,0,0,0,0,0.097707629,0.004133784,0.060315671,0,0,0.003757986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003757986,0.018789929,0.375798572,0.033821871
"234","ON4_72","ON","21-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.072932171,0.200085052,0,0,0.008505209,0,0,0,0,0,0,0,0,0.127578142,0,0,0,0,0.013395705,0,0,0,0.042951308,0.068466936,0,0,0,0.047841803,0,0,0,0,0.025728259,0.00042526,0.047203912,0,0.004252605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034446098,0.280671912,0.025515628
"235","ON4_73","ON","21-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.051826678,0.169923534,0,0,0.000849618,0,0,0,0,0,0,0,0.004248088,0.157391674,0,0,0,0,0.012956669,0,0,0.008496177,0.039082413,0.021665251,0,0,0,0.017629567,0,0,0,0,0.03462192,0.004460493,0.059685641,0,0.004248088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064570943,0.348343246,0
"236","ON4_74","ON","21-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.052952713,0.135541512,0,0,0.004794073,0,0,0,0,0,0,0,0,0.283504031,0,0,0.013074744,0,0.009588146,0,0,0.026149488,0.009152321,0,0,0,0,0.039442144,0,0,0,0,0.053388538,0,0.022227065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027674875,0.322510351,0
"237","ON5_25","ON","21-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.030129125,0.119799139,0,0,0.004782401,0,0,0,0,0,0,0,0,0.00023912,0,0,0,0,0.024868484,0,0,0.014347202,0.005021521,0,0,0.138689622,0,0.034672406,0,0,0,0,0.057867049,0,0,0,0.004782401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005021521,0.55978001,0
"238","ON5_88","ON","21-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0,0,0.211611503,0,0,0,0,0,0,0,0,0,0,0,0.075963104,0,0,0,0,0.021703744,0,0,0,0.021703744,0,0,0.097666848,0,0.012479653,0,0,0,0,0.08138904,0,0.016277808,0,0,0,0,0,0.010851872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005425936,0.44492675,0
"239","ON5_89","ON","21-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.027227184,0.104552385,0,0,0.004574167,0,0,0,0,0,0,0,0,0.074057939,0,0,0,0,0.022435199,0,0,0.004574167,0.005227619,0,0,0.005009802,0,0.00087127,0,0,0,0,0.040296232,0.000217817,0.013286866,0,0,0,0,0,0.004356349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004356349,0,0,0.026791549,0.662165106,0
"240","ON5_91","ON","21-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0,0.00514668,0.108080288,0,0,0,0,0,0,0,0,0,0,0,0.144107051,0,0,0,0,0.025733402,0,0,0,0.00514668,0,0,0.102933608,0,0.011580031,0,0,0,0,0.061760165,0.005404014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514668,0.5249614,0
"241","PG1_7","PG","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.146308113,0.073609845,0,0,0.028714676,0.113947129,0,0,0.000227894,0,0,0.000227894,0,0,0,0,0,0.022789426,0.02301732,0,0.009571559,0,0.045578851,0.128076572,0,0.00911577,0,0.004785779,0,0,0,0,0.028486782,0.005241568,0,0,0.004557885,0.013673655,0,0,0,0,0,0,0.004557885,0.000227894,0,0,0,0,0,0.013673655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018231541,0.305378304,0
"242","PG1_8","PG","20-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.413568773,0.060873606,0,0,0.037639405,0.111756506,0,0.01394052,0.004879182,0,0,0.032527881,0,0,0,0,0.01394052,0,0.019516729,0,0,0.000464684,0.023698885,0.009526022,0,0.055994424,0,0.005111524,0,0,0,0,0.023698885,0.000232342,0,0,0.000232342,0.00929368,0,0,0,0,0,0,0,0.000464684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464684,0.153345725,0
"243","PG1_96","PG","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.288330078,0.108886719,0,0,0.074462891,0.019775391,0,0.01953125,0,0,0,0,0,0,0,0,0.000244141,0,0.021484375,0,0,0.014648438,0.034667969,0.200439453,0,0.004882813,0,0.010498047,0,0,0,0,0.010742188,0.005615234,0,0,0,0.010009766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17578125,0
"244","PG1_97","PG","20-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.059183174,0.146735143,0,0,0.030080704,0,0,0,0,0,0,0.000244559,0,0.005380289,0,0,0,0,0.00513573,0,0,0.014673514,0.015651749,0.000244559,0,0.11298606,0,0.015896307,0,0,0,0,0.024455857,0.00513573,0,0,0,0.014673514,0,0.004891171,0.00513573,0,0,0,0,0.000489117,0,0,0,0,0,0,0,0.000244559,0,0,0,0,0,0,0,0,0,0,0,0,0.528246515,0.010516019
"245","PG2_10","PG","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.278536319,0.038230475,0.240305844,0.005461496,0,0,0,0,0,0,0,0,0,0.038230475,0,0,0,0,0,0,0,0,0,0,0.16930639,0,0.010922993,0,0.00054615,0,0,0,0,0,0,0,0,0.005461496,0.027307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005461496,0.180229383,0
"246","PG2_27","PG","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.090406297,0.144650074,0,0,0.008508828,0,0,0.029780898,0,0,0,0,0,0,0,0,0,0.034035312,0.038927888,0,0,0.004254414,0.004254414,0.221229526,0,0.004254414,0,0.000212721,0,0,0,0,0.018506701,0.000212721,0,0,0,0.005105297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004254414,0,0,0,0,0,0,0,0,0,0,0,0.391406084,0
"247","PG2_98","PG","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.02137323,0.048089768,0.448837831,0.016029923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010686615,0,0,0,0,0.138925995,0,0,0,0.005877638,0,0,0,0,0,0.000267165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005343308,0,0,0,0,0,0,0,0,0,0,0,0.304568528,0
"248","PG2_99","PG","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0.004296455,0.129967777,0.099462943,0,0,0.021911923,0,0,0.051987111,0,0,0,0,0,0,0,0,0,0.0216971,0.022556391,0,0,0,0.000214823,0.232008593,0,0.004296455,0,0.01783029,0,0,0.000214823,0,0.005370569,0.000429646,0,0,0,0.004726101,0.004296455,0.004296455,0,0,0,0,0,0.013533835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360902256,0
"249","PG3_0","PG","20-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.490833979,0,0,0,0.067131423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026077976,0,0,0,0.005163956,0.072295378,0,0.015491867,0,0.011360702,0,0,0,0,0.005422153,0,0,0,0,0.005163956,0,0,0,0,0,0,0.010586109,0.006454944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278853602,0.005163956
"250","PG3_11","PG","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.141936783,0.467082746,0,0,0.028387357,0,0,0,0,0,0,0.000201329,0,0,0,0,0,0,0.012482384,0,0,0,0.016911617,0.020334206,0.008053151,0,0,0.004026575,0,0,0.00825448,0,0.00483189,0.004026575,0,0,0,0.004026575,0,0,0.000603986,0,0,0,0.016508959,0.004429233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201329,0.257700825,0
"251","PG3_15","PG","20-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.150636345,0.154600459,0,0,0.062799917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025453787,0,0,0,0.012726893,0.041727519,0.004172752,0.004172752,0,0,0,0,0,0,0.025453787,0,0,0,0,0.008971417,0,0,0,0,0,0,0.000208638,0.033382015,0,0,0,0,0,0,0,0,0,0,0.004172752,0,0,0,0,0,0,0,0,0,0.467348216,0
"252","PG3_95","PG","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.102599449,0.150059078,0,0,0.015754234,0.003938558,0,0.011815675,0,0,0,0.011815675,0,0,0,0,0,0,0.043914927,0,0,0,0.008270973,0.224497834,0,0.000196928,0,0.004529342,0,0,0,0,0.004332414,0,0,0,0,0.004135486,0,0,0,0,0,0,0.000393856,0.023828279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003938558,0,0.385978732,0
"253","PG4_28","PG","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0.011009174,0.337614679,0.275229358,0,0,0.02587156,0,0,0,0,0,0,0.003669725,0,0,0,0,0,0,0.007706422,0,0,0,0.015229358,0,0,0.003669725,0,0,0,0,0.022568807,0,0.00733945,0,0,0,0,0,0,0,0.150458716,0,0,0,0.003853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135779817,0
"254","PG4_5","PG","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.025227043,0.100908174,0.736629667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126892028,0,0,0,0.010343088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","PG4_65","PG","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0.004096682,0.225522327,0.327734535,0,0,0.00450635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037484637,0,0,0,0.004301516,0,0,0,0,0.021712413,0,0,0.000204834,0,0.000409668,0,0,0,0,0.008193363,0,0,0.151782057,0,0,0,0.012904547,0.004096682,0,0,0,0,0,0,0,0,0.004096682,0,0.004301516,0,0,0,0,0,0,0,0,0,0.188652192,0
"256","PG4_94","PG","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.036639623,0.329756608,0.277414289,0.026171159,0,0,0,0,0,0,0,0,0,0.031405391,0,0,0,0,0,0.005234232,0,0,0,0.010468464,0,0,0,0,0.000261712,0,0,0,0,0,0,0,0,0,0,0,0,0.230306203,0,0,0,0,0.005234232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047108087,0
"257","PG5_2","PG","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0.004475579,0.233703055,0.280210158,0,0,0.019848219,0,0,0,0,0,0,0,0,0.015567231,0,0,0.00019459,0,0.00019459,0,0,0,0.182914964,0.015567231,0,0,0,0.0202374,0,0,0,0,0.004086398,0.00019459,0,0,0,0.003891808,0,0,0.008367387,0,0,0,0.003891808,0.00019459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003891808,0,0,0.202374003,0.00019459
"258","PG5_3","PG","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0,0.246305419,0.190007037,0,0,0.032195637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03166784,0,0,0,0.025334272,0,0,0,0,0.019176636,0,0,0,0,0.003518649,0.00070373,0,0,0,0,0,0,0.225193526,0,0,0,0.011083744,0.003518649,0,0,0,0,0,0,0,0,0.007037298,0,0,0.000175932,0,0,0,0,0,0,0,0,0.204081633,0
"259","PG5_92","PG","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.151219512,0.643902439,0.092682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","PG5_93","PG","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0.033860045,0.26523702,0.152370203,0.045146727,0,0,0,0,0,0,0,0,0,0.033860045,0,0,0,0,0,0,0,0,0.050790068,0,0,0,0.016930023,0,0.012133183,0,0,0,0,0,0.000282167,0,0,0,0,0,0,0.282167043,0,0,0,0.016930023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090293454,0
"261","PG6_B","PG","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.199470792,0.155098718,0,0,0.004477916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041115408,0.105841645,0,0,0,0.008955831,0,0,0,0,0.020354162,0.000203542,0,0,0,0.008345207,0,0.000203542,0,0,0,0,0.008141665,0,0,0,0,0,0,0,0,0,0,0,0.004070832,0,0,0,0,0,0,0,0,0,0.443720741,0
"262","PG6_D","PG","20-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0.023842917,0.109396914,0.177653109,0,0,0.009817672,0.018700327,0,0,0,0,0,0,0,0,0,0,0,0,0.023842917,0,0,0.005376344,0.136044881,0.224403927,0,0,0,0.005843852,0,0,0,0,0.028985507,0.005610098,0,0,0.004675082,0.000467508,0,0,0,0,0,0,0.014960262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210378682,0
"263","PG6_E","PG","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0.008669267,0.14390984,0.329432163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004334634,0.073905505,0.216731686,0,0,0,0.000433463,0,0,0,0,0.000866927,0.013220633,0,0,0.000216732,0.000216732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208062419,0
"264","PG6_F","PG","20-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0.057043327,0.048552145,0.191595907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021989985,0,0,0,0.091443501,0.261484868,0,0,0,0.004789898,0,0,0,0,0.021989985,0.000435445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217723,0,0,0.004354452,0,0,0,0,0,0,0,0,0,0.296102765,0
"265","SC1_54","SC","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0,0.13811421,0.058432935,0.02124834,0,0.02124834,0,0,0.005312085,0.01062417,0,0,0,0.079681275,0,0,0,0,0,0.005312085,0,0,0.005312085,0,0,0,0,0,0.032934927,0,0,0.01062417,0,0.02124834,0,0,0,0,0,0,0,0.175298805,0.185922975,0,0,0.180876494,0,0,0,0,0,0,0,0,0.005312085,0.005312085,0,0,0,0,0,0,0,0,0,0,0,0.037184595,0
"266","SC1_62","SC","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0.008930516,0.231104335,0.069919408,0,0,0.091483337,0,0,0,0,0,0,0.004356349,0.017425398,0,0,0,0,0,0.022217382,0,0,0.000217817,0.004356349,0,0,0,0,0.013286866,0,0,0.026138096,0.004356349,0.004356349,0,0,0,0,0.004356349,0,0,0.078849924,0.304944457,0,0,0.052711827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060988891,0
"267","SC1_63","SC","20-Mar-09",39892,903,"u_rem","c_rem","u_rem.c_rem",0,0.107632094,0.053816047,0.04427593,0,0.004892368,0,0,0,0,0,0,0,0.220156556,0.02446184,0,0,0,0,0.014677104,0,0,0,0.004892368,0,0,0,0,0.015410959,0,0,0.014677104,0,0,0,0,0,0,0.009784736,0,0,0.151908023,0.083414873,0,0,0.176614481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073385519,0
"268","SC1_64","SC","20-Mar-09",39892,903,"u_rem","c_con","u_rem.c_con",0.000295946,0.266646937,0.112755253,0,0.012133767,0.095294466,0,0,0.030186446,0,0,0,0.005918911,0.005918911,0,0,0,0,0.005918911,0.047647233,0,0,0,0.012133767,0,0,0,0,0.000295946,0,0,0.017756733,0,0.017756733,0.005918911,0,0,0,0.012133767,0,0,0.012725658,0,0,0,0.030778337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011837822,0,0,0,0.284107724,0.011837822
"269","SC4_36","SC","20-Mar-09",39892,903,"u_con","c_con","u_con.c_con",0,0.045409917,0.049337261,0,0,0.00981836,0,0,0,0,0,0,0.00490918,0.142611684,0,0,0,0.00981836,0,0.01988218,0,0,0.000245459,0.010063819,0,0,0,0,0.006136475,0,0,0,0,0.025527737,0.000245459,0,0,0,0.00490918,0,0,0.07437408,0.06921944,0,0,0.157339224,0.005891016,0,0,0,0,0.00490918,0,0,0.014973,0,0.030191458,0,0,0,0,0,0,0,0,0,0,0.314187531,0
"270","SC4_45","SC","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.021529889,0.157294833,0,0,0,0,0,0,0,0,0,0.010385005,0.015197568,0,0,0,0,0,0.187436677,0,0,0,0.025329281,0,0,0,0.056484296,0.010385005,0,0,0,0,0.020263425,0.005065856,0,0.000253293,0,0,0,0,0.051925025,0.132472138,0,0,0.066869301,0.015704154,0,0,0,0,0,0,0,0.02077001,0,0.025329281,0,0,0,0,0,0,0,0,0,0,0.172239108,0.005065856
"271","SC4_51","SC","20-Mar-09",39892,903,"u_con","c_rem","u_con.c_rem",0,0.039139889,0.067649191,0,0,0,0,0,0,0,0,0,0,0.106305871,0,0,0,0,0,0.043971974,0,0,0,0.024402029,0,0,0,0.09205122,0,0,0,0,0,0.014979464,0.000241604,0.00966417,0.000241604,0,0,0,0,0.261899009,0.106305871,0,0,0.053636144,0.014979464,0,0,0,0,0,0,0,0.014737859,0,0,0,0,0,0,0,0,0,0,0,0,0.149794636,0
