"","quad","site","real.date","comm.date","month","urch","chit","treat","BASP","CCAP","EALM","RFSP","OPCA","RBSP","AGFI","BFSP","DICL","Cris","HEPA","PHPA","BRUP","HBCO","SPS1","SPS3","SPS8","SPS9","SPS10","SPOT","MSP1","SYSP","SCUN","BRSH","EUBI","DELI","HYSP","EPSC","BAEL","MEFA.t","GERU","DOCO","DOFE","TUBE","PSOC","VECO","BACR","PSCH","TETR","CHHA","POMA","META","PYST","PEAN","CLHU","DICA","TCM3","DITR","EUPU","SYPA","APPO","APSO","TCM2","TCOT","BOVI","Chel","Core","CNFI","HAIG","Stye","ASPA","TSV1","TSV2","TSOT","INOT","OTHE","SHEL","FUZZ","RUBB"
"407","PG6_E","PG","23-Sep-09",40079,909,"u_con","c_rem","u_con.c_rem",0.023121387,0.075144509,0.213872832,0.01734104,0,0.289017341,0,0.011560694,0,0,0,0,0,0,0,0,0,0,0,0,0.005780347,0,0.005780347,0.034682081,0.277456647,0,0,0,0.011560694,0,0,0,0,0.005780347,0,0,0,0.01734104,0,0,0,0,0,0,0,0.005780347,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","PG6_F","PG","23-Sep-09",40079,909,"u_con","c_con","u_con.c_con",0.020131086,0.0292603,0.136001873,0,0,0.103230337,0.014044944,0,0,0,0,0,0,0,0,0,0,0,0,0.019662921,0,0,0.005149813,0.140683521,0.313670412,0,0,0,0.010065543,0,0,0.004681648,0,0.005383895,0.000702247,0,0.009597378,0.000234082,0.000234082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004681648,0,0,0,0,0,0,0,0.004681648,0,0.177902622,0
"409","SC1_54","SC","22-Sep-09",40079,909,"u_rem","c_rem","u_rem.c_rem",0.025819447,0.066471342,0.007324666,0.018311665,0,0.205090643,0,0,0.007324666,0,0,0,0.018494781,0,0,0,0,0,0,0,0,0,0,0.000183117,0,0,0,0,0.016114265,0,0,0.007324666,0,0,0,0,0,0,0.003662333,0,0,0.175791979,0.179637429,0,0,0.147225783,0,0,0,0,0,0,0,0,0,0,0.040651895,0,0,0,0,0,0,0,0,0,0,0.080571324,0
"410","SC1_62","SC","22-Sep-09",40079,909,"u_rem","c_con","u_rem.c_con",0.012552301,0.167573222,0.020920502,0.029288703,0,0.276150628,0,0,0.004393305,0,0,0,0.000209205,0,0,0,0,0,0,0.008368201,0,0,0,0.008577406,0,0,0.0041841,0,0.008577406,0,0,0.012552301,0,0.0041841,0.00041841,0,0,0,0.0041841,0,0,0.180543933,0.158995816,0,0,0.038493724,0,0,0,0,0,0,0,0,0,0,0.030334728,0,0,0,0,0,0,0,0,0,0,0.029497908,0
"411","SC1_63","SC","22-Sep-09",40079,909,"u_rem","c_rem","u_rem.c_rem",0.004639295,0.047784737,0.065182092,0.013917884,0,0.171885873,0.027835769,0,0.018557179,0,0,0,0.005335189,0,0.000231965,0,0,0,0,0.004639295,0,0,0,0,0,0,0.00927859,0,0.005567154,0,0,0,0,0,0.000231965,0,0,0,0,0.00927859,0,0.296914869,0.051496173,0,0,0.209232197,0,0,0,0,0,0,0,0,0,0,0.011134308,0,0,0,0,0,0,0,0,0,0,0.046856878,0
"412","SC1_64","SC","22-Sep-09",40079,909,"u_rem","c_con","u_rem.c_con",0.01659292,0.177544248,0.049778761,0,0,0.287610619,0,0,0.022676991,0,0,0,0.011061947,0,0,0,0,0,0.005530973,0.044247788,0,0,0,0.006084071,0,0,0,0,0,0,0,0.088772124,0,0.005530973,0.000276549,0,0.000276549,0,0.005807522,0.011061947,0,0.000553097,0,0,0,0.08324115,0,0,0,0,0,0,0,0,0,0,0.011891593,0,0,0,0,0,0,0.011061947,0,0.011061947,0,0.149336283,0
"413","SC4_36","SC","22-Sep-09",40079,909,"u_con","c_con","u_con.c_con",0,0.040816327,0.069935291,0,0,0.019910403,0,0,0,0,0,0,0.005226481,0.104778497,0.019910403,0,0,0,0,0.035092086,0,0.014932802,0.004977601,0,0,0,0.004977601,0,0.005226481,0,0,0,0,0.029865605,0,0,0,0.004977601,0.004977601,0,0,0.209059233,0.070681931,0,0,0.224738676,0.00049776,0,0,0,0,0.004977601,0,0,0.029865605,0,0,0.004977601,0,0,0,0,0,0,0,0.004977601,0,0.084619214,0
"414","SC4_45","SC","22-Sep-09",40079,909,"u_con","c_rem","u_con.c_rem",0,0.015352887,0.055912007,0,0,0,0,0,0,0,0,0,0,0.022914757,0,0,0,0,0,0.115032081,0,0,0,0.022914757,0,0,0,0.046287809,0.005041247,0,0,0,0,0.013748854,0.000229148,0,0,0,0,0,0,0.316223648,0.146654445,0,0,0.137946838,0.004812099,0,0,0,0,0,0,0,0.027956004,0,0.00939505,0,0,0,0,0,0,0,0,0,0,0.059578368,0
"415","SC4_51","SC","22-Sep-09",40079,909,"u_con","c_rem","u_con.c_rem",0,0.009789525,0.078316202,0,0,0,0,0,0,0.005384239,0,0,0,0,0,0,0.014684288,0,0.004894763,0.009789525,0,0,0,0.01957905,0,0,0,0.083210964,0.004894763,0,0,0,0,0.014929026,0,0,0.004894763,0,0,0,0,0.455212922,0.019823789,0,0,0.068771415,0.009789525,0,0,0,0,0,0,0,0.01957905,0,0.004894763,0.004894763,0,0,0,0,0,0,0,0.13215859,0.000244738,0.034263338,0
"416","SC4_52","SC","22-Sep-09",40079,909,"u_con","c_con","u_con.c_con",0,0.009376465,0.023441163,0,0,0,0,0,0,0.014299109,0,0,0,0,0,0,0.023441163,0,0,0.014064698,0,0.01875293,0.004688233,0,0,0,0.201593999,0.046882325,0,0,0,0,0,0.023441163,0.000234412,0,0.004688233,0.014064698,0.004688233,0,0,0.360993905,0.05180497,0,0,0.080168776,0.018987342,0,0,0,0,0,0,0,0.014064698,0.004688233,0.014064698,0,0,0.004688233,0.03750586,0,0,0,0,0.004688233,0,0.004688233,0
"417","SC5_34","SC","22-Sep-09",40079,909,"u_con","c_con","u_con.c_con",0,0.034921427,0.154652033,0,0,0.014966326,0.019955101,0,0,0.010226989,0,0,0,0.004988775,0.024943876,0.014966326,0,0,0,0.024943876,0,0.049887753,0.019955101,0.024943876,0,0,0.02020454,0,0.019955101,0,0,0,0,0,0.010476428,0,0,0,0.010226989,0,0,0.284609628,0.045397855,0,0,0.09478673,0.000249439,0,0,0,0,0,0,0,0.034921427,0.004988775,0,0.004988775,0,0,0,0.004988775,0,0,0,0,0,0.064854078,0
"418","SC5_47","SC","22-Sep-09",40079,909,"u_con","c_rem","u_con.c_rem",0.005149331,0.108135942,0.066941298,0.015447992,0,0.051493306,0.061791967,0.010298661,0,0.005149331,0,0,0,0.046343975,0,0,0,0,0,0.010298661,0,0,0,0.005149331,0,0,0.077239959,0,0.020597322,0,0,0,0,0.005149331,0,0,0,0,0.005149331,0,0,0.066941298,0.021112255,0,0,0.308959835,0,0,0,0,0,0.021112255,0,0,0.010298661,0,0,0,0,0,0,0,0,0,0.005149331,0,0,0.072090628,0
"419","SC5_49","SC","22-Sep-09",40079,909,"u_con","c_con","u_con.c_con",0.005204267,0.015612802,0.06245121,0,0,0.026021337,0.140515222,0,0,0,0,0,0,0.015612802,0,0,0,0,0,0,0,0.000260213,0.005204267,0.02081707,0,0,0.161332292,0,0.010928962,0,0,0,0,0,0,0,0,0,0,0,0,0.29143898,0.067655477,0,0,0.130106687,0,0,0,0,0,0,0,0,0.026021337,0,0,0,0,0,0,0.005204267,0,0,0,0,0,0.015612802,0
"420","SC5_50","SC","22-Sep-09",40079,909,"u_con","c_rem","u_con.c_rem",0.004743619,0.040885475,0.131466004,0.004517732,0,0.027106393,0.090580529,0,0,0,0,0.000225887,0.000451773,0.027106393,0,0,0,0,0,0.018748588,0,0.018070928,0,0.004517732,0,0,0.004743619,0,0.004743619,0,0,0,0,0.009035464,0.000225887,0,0,0,0.000225887,0,0.004517732,0.217302914,0.090806415,0,0,0.154280551,0,0,0,0,0,0.004517732,0,0,0.027558166,0,0.000225887,0,0,0,0,0,0,0,0,0,0,0.113169189,0
"421","SC6_14","SC","22-Sep-09",40079,909,"u_rem","c_con","u_rem.c_con",0.005393996,0.099202627,0.450281426,0,0,0.004690432,0.089118199,0.000469043,0.000234522,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0.019465291,0.023921201,0.004690432,0,0,0,0,0,0,0,0,0.009615385,0.005628518,0,0,0.014305816,0,0,0,0,0,0,0,0,0.000234522,0,0,0,0,0,0,0,0,0.004690432,0,0,0,0,0,0,0,0,0,0,0,0.248827392,0
"422","SC6_18","SC","22-Sep-09",40079,909,"u_rem","c_rem","u_rem.c_rem",0.01598579,0.0713017,0.26922101,0.030449125,0,0.061151992,0,0,0.005074854,0,0,0,0.005328597,0,0.030702867,0,0,0,0,0.040598833,0,0,0.025881756,0.076122811,0.188023344,0,0,0,0.000253743,0,0,0,0,0.000761228,0.006343568,0,0,0.005328597,0.005074854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005074854,0,0,0,0,0,0,0,0.005074854,0,0,0.152245623,0
"423","SC6_21","SC","22-Sep-09",40079,909,"u_rem","c_rem","u_rem.c_rem",0.005243958,0.078887369,0.355677155,0.004559964,0,0.004559964,0.004559964,0,0.013679891,0,0,0,0,0,0,0,0,0,0,0.004787962,0,0,0.004559964,0.037391701,0.319197446,0,0,0,0.023483812,0,0,0,0,0.027815777,0.028955768,0,0,0.018239854,0.027359781,0,0.004559964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004559964,0,0.031919745,0
"424","SC6_33","SC","22-Sep-09",40079,909,"u_rem","c_con","u_rem.c_con",0,0.100337926,0.151026774,0.03145308,0,0.010397713,0.296594749,0,0.005458799,0,0,0,0.010657655,0.005198856,0,0,0,0,0,0.015596569,0,0,0.006238628,0.011437484,0.072783988,0,0,0,0.000519886,0,0,0,0,0.036391994,0.000519886,0,0,0.000259943,0.021315311,0,0,0,0,0,0,0.000259943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015596569,0,0,0.20795425,0
"425","SC7_2","SC","22-Sep-09",40079,909,"u_con","c_rem","u_con.c_rem",0,0.082554856,0.039104932,0,0,0.013034977,0,0,0.008689985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065174886,0,0,0,0.291114491,0,0.013252227,0,0,0,0,0.034759939,0.00021725,0,0,0.004344992,0,0.004344992,0,0.004562242,0,0,0,0.169454703,0,0,0,0,0,0,0,0,0,0,0.01737997,0.004344992,0,0,0,0,0,0,0.004344992,0,0,0.234629589,0
"426","SC7_3","SC","22-Sep-09",40079,909,"u_con","c_con","u_con.c_con",0,0.097843728,0.088105727,0,0,0.004637144,0,0,0.125202875,0,0,0,0,0,0.004637144,0,0,0,0,0.004637144,0,0,0.125202875,0,0.069557153,0,0,0,0.028054718,0,0,0,0,0.023649432,0.000927429,0,0,0.004637144,0.004869001,0,0,0.056109437,0,0,0,0.222582889,0,0,0,0,0,0,0,0,0,0,0.004637144,0.014143288,0,0,0,0,0,0,0,0,0,0.120565732,0
"427","SC7_4","SC","22-Sep-09",40079,909,"u_con","c_rem","u_con.c_rem",0.005194805,0.231641086,0.113341204,0,0,0.00472255,0,0,0.053128689,0,0,0,0,0.00472255,0,0,0,0,0.014167651,0.014403778,0,0,0.029043684,0.028571429,0.01038961,0,0,0,0.015112161,0,0,0,0,0.024557261,0.01133412,0,0,0,0.000236128,0,0,0,0,0,0,0.231404959,0,0,0,0,0,0,0,0,0,0.00472255,0.00472255,0,0,0,0,0,0,0,0,0,0,0.193624557,0
"428","SC7_5","SC","22-Sep-09",40079,909,"u_con","c_con","u_con.c_con",0,0.180684018,0.081738008,0,0,0,0,0,0.09894601,0,0,0,0.008604001,0,0,0,0,0,0,0.004302,0,0,0.116154012,0,0.008604001,0,0,0,0.017208002,0,0,0,0,0.056356206,0.017638202,0,0,0,0.021510002,0.013121101,0,0,0,0,0,0.069047107,0,0,0,0,0,0,0,0,0.017208002,0,0,0.004302,0,0,0,0,0,0,0.0004302,0.004302,0,0.271026027,0.004302
"429","SC8_37","SC","22-Sep-09",40079,909,"u_rem","c_con","u_rem.c_con",0.004813478,0.063056558,0.02912154,0,0,0.005294826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010108303,0,0.005054152,0,0.009867629,0,0,0,0,0,0.346570397,0.004813478,0.038507822,0,0.005294826,0,0,0,0,0.000481348,0,0,0,0,0,0,0.163898917,0.000240674,0,0,0.014440433,0,0,0,0,0,0,0.004813478,0,0,0,0,0,0,0,0,0,0,0.231046931,0
"430","SC8_38","SC","22-Sep-09",40079,909,"u_rem","c_rem","u_rem.c_rem",0.01257071,0.051120888,0.150848523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016760947,0,0,0,0.004190237,0,0.067672323,0,0,0,0,0.042111879,0.013827781,0,0,0,0.008589985,0.001466583,0.01257071,0.000419024,0.004190237,0.000209512,0,0.004399749,0.251414205,0.008380473,0,0,0.259794678,0,0,0,0.037921643,0,0,0,0,0.004190237,0,0.021370207,0.000838047,0,0,0,0,0,0,0.004190237,0,0,0.020951184,0
"431","SC8_39","SC","22-Sep-09",40079,909,"u_rem","c_con","u_rem.c_con",0.014666341,0.137374725,0.043999022,0.014666341,0,0.053776583,0,0.019555121,0,0,0,0,0.000244439,0,0,0,0,0,0,0.020043999,0,0,0.00977756,0.010022,0,0,0,0,0,0.185773649,0,0.048887802,0,0,0.000244439,0.00977756,0,0,0,0,0,0,0,0,0,0.063554143,0,0,0,0,0,0,0,0,0,0,0.034465901,0.00488878,0,0,0,0,0,0,0,0,0.053776583,0.254461012,0
"432","SC8_40","SC","22-Sep-09",40079,909,"u_rem","c_rem","u_rem.c_rem",0,0,0.00476731,0,0,0,0,0,0,0,0,0,0,0,0,0.013620885,0,0.027241771,0.054710556,0.063564132,0,0,0.01816118,0.03677639,0,0,0,0,0,0.019523269,0.02292849,0,0,0.009761635,0,0,0,0.0138479,0.009988649,0,0,0.009307605,0,0,0,0.572077185,0.000227015,0,0,0,0,0,0,0,0,0,0.004540295,0.004540295,0,0,0,0,0,0,0.032236095,0,0.009307605,0.072871737,0
"433","ON0_45","ON","10-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.030399537,0.31268095,0,0,0.017371164,0.023161552,0,0,0,0,0,0,0,0.035031847,0,0,0,0,0.011580776,0,0,0.000579039,0.058482918,0,0,0,0,0,0,0,0,0,0.024609149,0.013607412,0.05298205,0.000579039,0,0.006079907,0,0,0.145049218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868558,0,0.023740591,0.237405906,0
"434","ON0_46","ON","10-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.044648196,0.211281642,0,0,0,0,0,0,0,0,0,0,0,0.243571856,0,0,0,0,0.007972892,0,0,0.004385091,0.015945784,0,0,0,0,0.000398645,0,0,0,0,0.015945784,0,0.004185768,0,0,0,0,0,0.112617102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044050229,0.29499701,0
"435","ON0_48","ON","10-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.102842616,0.314305523,0,0,0.004853247,0,0,0,0,0,0,0,0.01386642,0.116477929,0,0,0.000231107,0,0.00462214,0,0,0,0.009937601,0,0,0,0,0.000693321,0,0,0,0,0.037901548,0,0.005084354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019412988,0.369771204,0
"436","ON0_49","ON","10-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.041311181,0.341266278,0,0,0,0,0,0,0,0,0,0,0.022451729,0.026942075,0,0,0,0,0.013695555,0,0,0,0.193084868,0,0,0,0,0.0181859,0,0,0,0,0.0181859,0.000898069,0,0,0,0,0,0,0.197799731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000449035,0.125729681,0
"437","ON1_17","ON","10-Dec-09",40159,912,"u_rem","c_rem","u_rem.c_rem",0,0.0039783,0.42676311,0,0,0.003616637,0,0,0,0,0,0,0,0,0.021880651,0,0,0,0,0.007414105,0,0,0,0.054611212,0.000180832,0,0,0,0,0,0,0,0,0,0,0,0.184448463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051175407,0.245931284,0
"438","ON1_84","ON","10-Dec-09",40159,912,"u_rem","c_con","u_rem.c_con",0,0.016680567,0.35029191,0,0,0,0,0,0,0,0,0,0,0.033361134,0.008757298,0,0,0,0,0.008340284,0,0,0,0.025437865,0,0,0,0,0,0,0,0,0,0.004378649,0,0,0.046497081,0,0,0,0,0.163052544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080483736,0.262718932,0
"439","ON1_85","ON","10-Dec-09",40159,912,"u_rem","c_rem","u_rem.c_rem",0,0,0.229276896,0,0,0.004850088,0,0,0,0,0,0,0.000220459,0.070546737,0.026675485,0,0,0,0,0.018518519,0,0,0,0.000440917,0,0,0,0,0,0,0,0,0,0,0,0,0.08840388,0,0,0,0,0.022707231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123897707,0.414462081,0
"440","ON1_86","ON","10-Dec-09",40159,912,"u_rem","c_con","u_rem.c_con",0,0.005054152,0.259927798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058724428,0,0,0.004813478,0.077256318,0,0,0,0.269554753,0,0,0,0,0,0.038507822,0.010108303,0,0.111191336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078219013,0.086642599,0
"441","ON2_43","ON","10-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.114528796,0.427574171,0,0,0.0004363,0,0,0,0,0,0,0,0,0.021815009,0,0,0,0,0.004581152,0,0,0.0004363,0.052792321,0,0,0,0,0,0,0,0,0,0.052574171,0.00021815,0,0.039703316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006108202,0.279232112,0
"442","ON2_44","ON","10-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.062398042,0.399673736,0,0,0,0,0,0,0,0,0,0,0,0.032830343,0,0,0,0,0,0,0,0,0.024673736,0,0,0.004078303,0,0.00040783,0,0,0,0,0.024469821,0.01223491,0.004282219,0.058115824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004078303,0,0,0,0,0,0,0,0,0.034257749,0.338499184,0
"443","ON2_82","ON","10-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.046057619,0.204890068,0,0,0,0,0,0,0,0,0,0,0,0.261561789,0,0,0,0,0,0,0,0,0.003790751,0.03070508,0,0,0,0.000189538,0,0,0,0,0.061031084,0.01914329,0.003980288,0.018953753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003790751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023692191,0.318423048,0.003790751
"444","ON2_83","ON","10-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.102352941,0.415686275,0,0,0.000196078,0,0,0,0,0,0,0,0,0.007843137,0,0,0,0,0.004117647,0,0,0.004705882,0.055098039,0,0,0,0,0.000392157,0,0,0,0,0.062941176,0,0.004117647,0.04745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044117647,0.243137255,0.007843137
"445","ON3_16","ON","10-Dec-09",40159,912,"u_rem","c_con","u_rem.c_con",0,0.126111111,0.118518519,0,0,0.003703704,0,0,0,0,0,0,0,0,0,0,0,0.014814815,0,0.04462963,0,0,0.162962963,0.051851852,0,0,0,0,0.056666667,0,0,0,0,0.055555556,0.048518519,0,0.022777778,0,0,0,0,0.148333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049259259,0.096296296,0
"446","ON3_77","ON","10-Dec-09",40159,912,"u_rem","c_con","u_rem.c_con",0.044114955,0.142778693,0.161083654,0,0,0.00018305,0,0,0,0,0,0,0,0,0.025809995,0,0,0.003660992,0,0,0,0,0.051436939,0.095185795,0.003660992,0,0,0,0.0232473,0,0,0,0,0.021965953,0.026176094,0,0.007871133,0,0,0,0,0.186710599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019403258,0.153761669,0.032948929
"447","ON3_78","ON","10-Dec-09",40159,912,"u_rem","c_rem","u_rem.c_rem",0,0.142906876,0.146214099,0,0,0,0,0,0,0,0,0,0,0.003481288,0.08024369,0,0,0,0,0,0,0,0.048912097,0.010617929,0,0,0,0,0.060226284,0,0,0,0,0.013925152,0.000696258,0,0.04229765,0.003655352,0.006962576,0,0,0.268059182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032550044,0.139251523,0
"448","ON3_79","ON","10-Dec-09",40159,912,"u_rem","c_rem","u_rem.c_rem",0,0.105776737,0.156128025,0,0,0.007806401,0,0,0,0,0,0,0,0,0.117291179,0,0,0.015807963,0,0,0,0,0.003903201,0.023809524,0.121194379,0,0.007806401,0,0.024199844,0,0,0,0,0.012099922,0.00019516,0.019906323,0.039032006,0,0,0,0,0.035519126,0,0,0,0,0,0,0,0,0,0,0.00019516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016588603,0.273224044,0.019516003
"449","ON4_71","ON","10-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.038026721,0.205549846,0,0,0.00020555,0,0,0,0,0,0,0,0.004110997,0.057759507,0,0,0.012332991,0,0.01274409,0,0,0.004316547,0.037821172,0.05385406,0,0,0,0.009044193,0,0,0,0,0.090647482,0.00020555,0.074409044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012538541,0.312435766,0.073997945
"450","ON4_72","ON","10-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.096183206,0.201090513,0,0,0,0,0,0,0,0,0,0,0,0.144165758,0,0,0,0,0.013740458,0,0,0,0.039694656,0.109487459,0,0,0,0.044274809,0,0,0,0,0.018102508,0.001090513,0.056924755,0,0.00436205,0.00436205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017666303,0.213958561,0.034896401
"451","ON4_73","ON","10-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.045404208,0.212624585,0,0,0.022369878,0,0,0,0,0,0,0,0,0.119822813,0,0,0,0,0.000221484,0,0,0.008859358,0.097674419,0.057807309,0.013289037,0,0,0.009966777,0,0,0,0,0.009745293,0.01461794,0.071760797,0,0.004429679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01461794,0.283499446,0.013289037
"452","ON4_74","ON","10-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.032746161,0.131210479,0,0,0.000225836,0,0,0,0,0,0,0,0,0.3166215,0,0,0,0,0,0,0,0.013775971,0.004968383,0,0,0,0,0.028003613,0,0,0,0,0.019421861,0.004742547,0.04561879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03229449,0.334236676,0.036133695
"453","ON5_25","ON","10-Dec-09",40159,912,"u_rem","c_con","u_rem.c_con",0,0.054464286,0.093973214,0,0,0.035714286,0,0,0,0,0,0,0.004464286,0,0.022991071,0,0,0,0,0.004464286,0,0,0.013839286,0.000223214,0,0,0.013392857,0,0.036830357,0,0,0,0,0.049553571,0,0.0359375,0,0.004464286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0,0,0,0,0,0.018080357,0.607142857,0
"454","ON5_88","ON","10-Dec-09",40159,912,"u_rem","c_rem","u_rem.c_rem",0,0.021969501,0.25846472,0,0,0.010338589,0,0,0,0,0,0,0,0.010338589,0.062806927,0,0,0,0,0.036185061,0,0,0.021452572,0.052209873,0,0,0.021194107,0,0.021452572,0,0,0,0,0.057379168,0.010597054,0.036443525,0.026104937,0.010338589,0,0,0,0.020935642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005169294,0,0,0,0,0,0,0,0,0.037477384,0.279141897,0
"455","ON5_89","ON","10-Dec-09",40159,912,"u_rem","c_con","u_rem.c_con",0,0.060865838,0.150235748,0,0,0.008572653,0,0,0,0,0,0,0.000214316,0,0.060437205,0,0,0,0,0.021645949,0,0,0.026146592,0.009001286,0,0,0.008572653,0,0.013716245,0,0,0,0,0.052293185,0.004500643,0.056150879,0,0,0,0,0,0.008572653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021860266,0.497213888,0
"456","ON5_91","ON","10-Dec-09",40159,912,"u_rem","c_rem","u_rem.c_rem",0,0.014685636,0.119550252,0,0,0.023405232,0,0,0,0,0,0,0,0,0.129417164,0,0,0.013767783,0,0.046122074,0,0,0.018586508,0,0,0,0.00527765,0,0.011702616,0,0,0,0,0.023405232,0.000229463,0.087654888,0.014456173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009178522,0.097062873,0.376319413,0.009178522
"457","PG1_7","PG","12-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.185299409,0.068105885,0,0,0.046517605,0.154202005,0,0.020560267,0.01156515,0,0,0.010280134,0,0,0,0,0.005140067,0.005140067,0.031097404,0,0,0.000257003,0.015934207,0.133898741,0,0.057054742,0,0.00616808,0,0,0,0,0.00539707,0.016448214,0,0,0.0154202,0.021331277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005140067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185042406,0
"458","PG1_8","PG","12-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.517090272,0.026730938,0,0,0.031770377,0.078878177,0,0.004382121,0.004601227,0,0,0.004382121,0,0,0,0,0,0,0.040753725,0,0,0.004382121,0.004382121,0.008764242,0,0.070771253,0,0.004820333,0,0,0,0,0.022129711,0,0,0,0.000219106,0.004820333,0,0,0.008983348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004382121,0,0,0,0,0,0,0,0,0,0,0,0.157756354,0
"459","PG1_96","PG","12-Dec-09",40159,912,"u_con","c_rem","u_con.c_rem",0,0.238406659,0.035869996,0,0,0.119104241,0.079468886,0,0.008125248,0,0,0,0.004161712,0,0,0,0,0.000198177,0,0.020214031,0,0,0.000396354,0.024177566,0.119104241,0,0,0,0.012485137,0,0,0,0,0.004558066,0.004359889,0,0,0,0.020015854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007927071,0.301228696,0.000198177
"460","PG1_97","PG","12-Dec-09",40159,912,"u_con","c_con","u_con.c_con",0,0.103178484,0.093643032,0,0,0.054523227,0,0,0,0,0,0,0.034474328,0,0,0,0,0,0.005134474,0.034229829,0,0,0.010513447,0.009779951,0.035207824,0,0.054278729,0,0.016136919,0,0,0,0,0.015158924,0.000244499,0,0,0,0.015158924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518337408,0
